species,scientific_name,spcode,season,habitat,abundance,iucn.y,1996,2002,2009,2015,2021,year,unsm,sm,sm_ll85,sm_ul85,plotcov,plotpres
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1969,148.68752626,150.9346885,140.41001192,162.63776329,179,175
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1970,138.0314088,148.67290567,138.02008011,159.12238137,195,183
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1971,146.53817177,149.93428875,139.41687404,160.85834445,200,192
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1972,157.33198202,153.56158658,143.0728546,163.99773292,186,177
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1973,156.21260448,157.04041328,146.53965486,167.78741715,177,175
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1974,159.5581604,158.57673942,148.19383941,168.4838864,196,190
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1975,165.6162398,156.47211168,146.44293281,165.29767877,230,224
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1976,152.12953107,149.84027838,141.34633075,157.53952218,239,227
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1977,136.33264489,140.43866887,133.40606493,147.068975,255,243
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1978,129.07905796,130.96649432,124.80393559,136.49237895,273,264
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1979,115.97963097,123.05995996,117.85608452,128.12605809,286,275
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1980,117.07323864,117.11221541,112.00823907,122.40570388,278,268
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1981,124.51959386,111.50960994,106.11064636,117.21224384,278,267
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1982,96.096797975,105.02155496,98.827595285,110.72144846,260,241
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1983,100.77530379,99.275373504,92.979759263,104.50328745,251,236
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1984,96.655880265,94.49258651,88.866890093,99.442442963,221,210
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1985,87.766368783,90.844176773,85.37443466,95.313707807,212,199
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1986,90.227496365,88.970541139,84.090067956,93.443183925,200,188
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1987,81.789035009,88.922199849,84.842138065,93.415872786,195,180
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1988,90.176052285,90.405794404,86.02727589,94.883104241,190,172
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1989,100.71046472,91.303104049,86.996509747,95.823442352,197,184
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1990,97.379478212,89.58582125,85.305489545,93.736214085,197,185
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1991,76.019304592,86.22401383,82.279165576,90.204937276,204,193
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1992,80.141521833,84.203145025,80.884178647,87.930368504,200,175
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1993,85.66547002,84.048136021,80.555086052,87.748372564,214,193
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1994,85.621443529,84.636292911,80.917363919,88.261452978,1655,1295
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1995,89.230788664,85.070022971,81.139263743,88.537166531,1815,1439
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1996,85.066459387,85.09652551,80.870473395,88.716784012,1969,1554
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1997,81.431712618,85.630557507,81.374375493,89.39091272,2241,1734
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1998,85.906108169,87.576370551,83.138195326,91.646410911,2348,1852
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,1999,91.887337709,90.611109453,86.141288082,95.169681598,2444,1971
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2000,95.601921017,93.774759111,88.945050817,98.305281556,2330,1889
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2001,NA,NA,NA,NA,NA,NA
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2002,97.028489325,98.614688133,93.144236618,103.64727195,2088,1679
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2003,105.37260639,100.2242547,94.690925163,105.608369,2198,1820
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2004,95.918765414,101.18036003,95.793297148,106.69149444,2392,1918
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2005,102.70699798,102.29022191,97.111995705,107.62152166,2726,2257
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2006,104.80695978,103.33394701,98.191401054,108.78925364,3145,2573
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2007,104.61607228,103.95089155,98.76099814,109.70570910000001,3545,2863
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2008,102.34511279,104.24310569,99.250280513,109.96165748,3263,2621
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2009,103.58600381,104.46097103,99.493347979,109.64013925,3262,2635
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2010,110.47570355,104.33725776,99.382494458,109.41564291,3167,2613
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2011,98.307234894,103.65387043,98.536221783,108.90385978,3008,2460
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2012,104.78364532,103.40897108,98.190116989,108.76883531,3298,2682
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2013,101.55377914,103.68028278,98.359477343,108.93561257,3487,2824
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2014,103.52186017,104.41453325,98.937891854,109.89511946,3379,2792
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2015,106.66589041,105.02609316,99.165016048,110.64245359,3438,2845
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2016,105.89802194,104.66014306,98.818953771,110.03401905,3524,2977
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2017,105.24050883,102.91993894,97.184859235,108.31347482,3595,3031
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2018,98.092829296,100,94.247396476,105.10137647,3601,2971
Dunnock,Prunella modularis,dunno,B,woodland,4700000,LC,A,A,A,A,A,2019,95.944675461,96.666278328,90.999569815,102.23661538,3480,2876
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1966,52.355322214,50.508606439,45.279667233,55.997773491,151,139
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1967,49.50782502,50.457715157,45.892875028,55.361333708,176,158
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1968,51.214826317000004,51.078930506,46.820530698,55.869665599,181,164
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1969,48.641971603,52.801291492,49.057627355,57.197745173,173,157
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1970,55.947352016,55.750928382,52.170760257,60.057224606,192,179
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1971,59.529998034,58.972210912,55.286494693,63.357118505,198,187
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1972,65.755382475,61.322690656,57.523754745,66.128806542,183,177
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1973,62.023355755,62.115066747,58.429260976,66.634221433,175,162
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1974,61.017022766,61.86931677,58.250179488,65.816079709,196,186
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1975,61.647751891,61.318623111,57.928362644,65.164199167,227,214
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1976,58.763657315,60.985736307,57.770806221,64.686120947,233,214
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1977,62.978597182,61.276780958,57.909115699,64.922276499,250,239
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1978,62.38559973,62.14292604,58.634962767,65.884406296,264,252
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1979,59.810061628,63.855647231,60.716033404,67.680553494,275,262
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1980,67.273688046,66.5953229,63.698385994,70.375478188,274,263
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1981,74.065801133,69.529812788,66.746751542,73.231297967,277,267
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1982,66.74923818,72.039538508,69.05791666,75.226106989,260,247
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1983,76.206510297,74.402710026,71.617196414,77.286082776,251,242
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1984,76.190083777,75.914203447,73.567518235,78.695587513,222,212
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1985,80.621264726,76.014906774,73.86141733,78.702966471,217,208
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1986,72.014295957,74.644206744,72.801569158,77.032134864,208,198
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1987,71.841991369,72.80775506,70.823277453,74.866448784,201,193
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1988,70.912524111,71.054809569,69.038509983,73.196689881,196,193
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1989,72.275956318,69.494409151,67.616968517,71.310385219,206,199
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1990,66.273487092,68.318301738,66.51180652,69.855079297,205,199
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1991,64.941817675,68.31130345,66.50296694,69.680423849,212,207
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1992,69.093640044,69.676566434,67.953531932,71.009335854,209,206
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1993,77.310123296,71.548703363,69.880963408,72.932410284,225,220
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1994,71.352849775,73.066322808,71.260896352,74.682236948,1662,1335
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1995,72.590854164,74.744654464,72.628199726,76.549737589,1823,1482
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1996,77.410373522,76.883552495,74.502257491,78.761047273,1975,1604
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1997,79.452093373,79.13256233,76.591355648,81.203950616,2233,1838
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1998,82.327787016,81.159342702,78.457375144,83.240583073,2337,1962
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,1999,82.973840927,82.82882332,80.197536009,84.883681516,2430,2061
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2000,84.973875841,84.346838636,81.822181543,86.322634864,2317,1980
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2001,NA,NA,NA,NA,NA,NA
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2002,86.728074324,88.558265393,85.737365536,90.858123224,2067,1749
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2003,90.614392726,92.250787453,89.280125334,94.582114913,2177,1886
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2004,95.028605724,97.019772743,93.669305582,99.34296237,2373,2060
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2005,103.28223633,102.04279808,98.976871863,104.52412775,2708,2412
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2006,110.16420352,105.94268422,102.58008226,108.62409918,3125,2761
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2007,109.12302688,107.81915027,104.5461969,110.73855989,3527,3102
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2008,108.67820921,108.06096783,104.6695608,111.01626617,3253,2861
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2009,100.45644389,107.72396378,104.40345337,110.78781303,3243,2782
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2010,110.81349022,107.63210887,104.29204197,110.70636641,3160,2785
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2011,109.71853645,106.93272674,103.49565303,109.76102849,2989,2704
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2012,104.05841473,105.32008095,102.15670628,108.24241849,3281,2881
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2013,102.97558441,103.35510312,100.36783687,106.24011062,3473,3069
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2014,98.859017011,101.423548,98.31222501,104.21708067,3371,2993
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2015,108.05934191,99.556601972,96.380130895,102.47539818,3429,3101
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2016,94.719359138,97.643810272,94.357763077,100.65443332,3516,3138
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2017,88.482074722,97.467022655,94.113973471,100.49231615,3596,3176
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2018,102.75265728,100,96.566763691,103.15468641,3615,3262
Great Tit,Parus major,greti,B,woodland,4400000,LC,G,G,G,G,G,2019,106.59668312,103.82066242,100.224255,107.45601756,3486,3165
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1966,877.39586832,931.77415223,826.83627948,1101.5544624,80,74
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1967,975.86587374,927.10682354,825.88766579,1085.0425099,89,76
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1968,942.75511197,904.02791516,796.42732559,1076.9007697,93,83
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1969,901.34564927,859.63499405,760.71343674,1016.7213149,92,81
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1970,714.97740937,807.30538303,726.56217302,919.61022754,117,99
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1971,767.8961173,767.92949029,699.07442814,852.60479514,128,113
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1972,767.77185127,740.6606458,681.08189264,824.40390752,114,103
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1973,733.76022453,720.31648463,658.18016324,801.74268701,116,103
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1974,682.97963855,709.79918381,647.2427391,783.70970811,125,107
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1975,689.53146073,715.59799664,660.2777392,790.30706337,139,122
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1976,724.00750827,736.24728761,682.49309947,806.22399532,150,133
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1977,787.83716479,760.77242308,701.37316043,827.66486264,174,158
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1978,794.40022157,775.01677931,709.80607897,837.95654299,186,163
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1979,769.94036136,772.48017636,709.04765204,835.12077273,180,155
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1980,778.44838823,753.43356827,697.20833527,809.11034573,172,144
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1981,722.9781174,720.41951236,670.1081302,772.00088344,167,141
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1982,650.96450839,682.62029435,634.41676144,734.41692535,153,124
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1983,610.21084228,649.45660943,596.37380167,701.12004685,162,133
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1984,662.43093799,619.51425086,560.17198798,670.15482414,134,100
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1985,604.7531271,581.71100357,524.54097439,629.0828386,127,98
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1986,529.30096838,535.27892809,479.76017042,580.71646109,125,96
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1987,481.93465424,488.01576651,430.74126383,530.73418824,132,110
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1988,409.57524378,447.25810491,391.1286917,487.79201861,128,93
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1989,452.38283268,415.83201343,360.98162792,452.29902405,137,102
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1990,360.78171792,388.58473859,333.18939332,426.60208431,133,92
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1991,370.92854161,365.71876184,310.64444863,408.54348813,139,102
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1992,357.18717369,342.8287721,286.26095501,383.05087253,133,97
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1993,344.29647324,316.00004997,264.84104867,359.51302715,132,93
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1994,249.58387806,287.35132209,239.43471461,331.17967607,1259,1052
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1995,266.64149262,264.95759079,219.76110319,305.19094114,1403,1187
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1996,244.95690937,248.86011967,207.51388324,285.678765,1498,1229
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1997,252.65169251,236.78238961,194.95237434,269.91771677,1715,1387
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1998,204.9346386,226.57661586,186.98823149,256.58452483,1759,1406
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,1999,233.50748404,218.61163229,180.66744319,248.80048603,1825,1485
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2000,210.80682544,209.55401183,172.86043782,238.30254948,1758,1412
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2001,NA,NA,NA,NA,NA,NA
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2002,197.19772875,186.54934338,153.40740483,212.90811453,1576,1255
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2003,165.20676145,174.56724781,144.37945738,199.13901848,1648,1238
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2004,148.19073241,166.3065368,137.87803979,190.3389716,1793,1338
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2005,171.14589396,162.36981155,134.32783604,184.99833688,2050,1558
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2006,158.77538756,158.51329317,131.29599458,182.0736116,2426,1725
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2007,165.6655396,151.63770356,126.09893623,174.42983959,2686,1943
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2008,146.07934803,140.22625682,115.90736595,161.04243436,2487,1742
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2009,113.18449505,126.89061655,105.52571781,145.24803074,2489,1658
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2010,116.08957609,115.81709541,96.510788856,132.34422433,2452,1572
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2011,107.12480127,107.96105283,89.096848323,123.33139488,2304,1451
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2012,98.776108211,103.38533888,85.106625682,118.01886039,2526,1590
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2013,101.46246108,101.64315377,83.008690425,116.30213759,2570,1562
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2014,108.79568568,100.99702138,82.263371752,115.38015803,2469,1596
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2015,100.59132628,99.873117584,81.934348038,115.00009005,2552,1629
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2016,95.397882505,98.802904742,81.122890452,114.35474615,2576,1598
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2017,98.471184279,98.799943178,80.585337201,114.14972649,2612,1664
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2018,97.923918458,100,81.076457567,115.1162917,2624,1606
Common Starling,Sturnus vulgaris,starl,B,farmland,3300000,VU,A,R,R,R,R,2019,104.66443924,102.08794914,83.143743529,119.20325499,2520,1578
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1966,45.174572204,45.807532866,38.902747128,57.217468346,85,59
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1967,45.393458528,42.689384999,36.079221652,53.059966484,100,72
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1968,41.278956878,39.498675706,33.691118009,48.824329189,107,79
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1969,34.303304212,36.998569496,32.355248459,44.899822171,105,65
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1970,36.27906471,36.425269755,31.799180076,43.832338415,110,67
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1971,33.586602992,38.408118688,33.829698755,45.910673374,120,71
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1972,41.042630131,43.038953816,37.882229621,51.192840821,119,80
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1973,52.147344791,48.987922303,43.519553382,57.82438556,114,82
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1974,55.318681693,54.28511065,47.812024462,63.901487408,133,93
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1975,60.357428957,57.735184771,50.775035538,68.178064007,152,116
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1976,53.024883309,58.800689179,51.94330094,69.064430827,159,111
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1977,73.26043368,57.325438782,51.035228268,67.396966383,164,138
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1978,43.19484495,52.851642935,47.654012888,61.526074957,176,108
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1979,42.284028821,48.12648741,43.78929795,55.170906387,178,114
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1980,50.823756334,44.004012323,40.20898785,49.951464601,167,121
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1981,39.512498568,39.599549002,36.274669603,44.571989103,166,103
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1982,31.469860206,35.444869577,32.63831081,39.309865339,153,84
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1983,31.217624532,32.237379874,29.668516456,35.715990934,145,83
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1984,34.162908728,29.546158406,26.998651844,32.882616956,125,76
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1985,31.741769921,26.712235638,24.320794374,29.724169068,125,77
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1986,16.072942532,24.567874987,22.297316271,27.319408075,126,47
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1987,20.606226386,25.022787607,22.684310554,27.751524251,123,52
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1988,31.222474023,27.772950897,25.570079772,30.439263023,121,66
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1989,31.887020529,31.007526472,28.349887842,34.034914675,130,69
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1990,38.32740367,33.596448683,30.706617549,36.465761736,127,74
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1991,32.517309454,35.18579154,32.496003189,37.920713243,130,74
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1992,35.530040901,36.55844784,33.687025532,39.058724385,126,77
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1993,37.124254459,38.03479075,35.112803467,40.661372329,136,86
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1994,40.901540767,39.424821078,36.298313516,41.746258194,1278,762
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1995,39.091845164,40.326643259,37.026732801,42.751580972,1422,815
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1996,45.538219582,40.587923229,37.143189303,43.21811949,1518,890
Goldfinch,Carduelis carduelis,goldf,B,farmland,3200000,LC,A,G,G,G,G,1997,38.116571755,40.155037307,36.55662852,42.584606841,1753,983
