date,rate
0,77.71959459
2.027479213,83.16722973
3.85875076,78.80912162
5.886229974,65.7347973
7.848306632,58.47128378
9.875785845,53.75
11.8378625,69.72972973
13.86534172,107.1368243
15.89282093,155.0760135
17.85489759,170.3293919
19.8823768,151.4442568
21.84445346,97.69425676
23.87193267,47.93918919
25.89941188,21.42736486
27.79608599,48.30236486
29.8235652,62.82939189
31.78564186,59.19763514
33.81312107,59.92398649
35.77519773,84.98310811
37.80267694,123.4797297
39.83015615,155.0760135
41.79223281,171.0557432
43.81971203,148.902027
45.78178868,84.25675676
47.8092679,50.48141892
49.83674711,77.35641892
51.66801866,89.70439189
53.69549787,65.37162162
55.65757453,71.90878378
57.68505374,78.80912162
59.6471304,90.79391892
61.67460961,138.0067568
63.70208883,161.6131757
65.66416548,162.339527
67.6916447,145.2702703
69.65372135,136.1908784
71.68120057,120.2111486
73.70867978,101.6891892
75.53995133,105.6841216
77.56743054,91.52027027
79.5295072,84.25675676
81.55698641,89.34121622
83.51906307,102.7787162
85.54654228,146.3597973
87.5740215,170.6925676
89.53609815,176.1402027
91.56357737,155.4391892
93.52565403,145.9966216
95.55313324,126.0219595
97.58061245,100.5996622
99.411884,108.589527
101.4393632,97.69425676
103.4014399,90.79391892
105.4289191,87.52533784
107.3909957,92.6097973
109.418475,146.722973
111.4459542,171.7820946
113.4080308,171.4189189
115.43551,146.722973
117.3975867,118.3952703
119.4250659,113.3108108
121.4525451,106.7736486
123.3492192,105.3209459
125.3766984,97.69425676
127.3387751,92.6097973
129.3662543,84.98310811
131.328331,101.6891892
133.3558102,147.0861486
135.3832894,172.5084459
137.3453661,179.4087838
139.3728453,160.8868243
141.3349219,131.8327703
143.3624011,95.15202703
145.3898803,92.97297297
147.2211519,92.6097973
149.2486311,91.15709459
151.2107078,85.70945946
153.238187,80.625
155.2002636,103.8682432
157.2277429,149.6283784
159.2552221,173.597973
161.2172987,172.8716216
163.2447779,149.9915541
165.2068546,97.69425676
167.2343338,107.5
169.261813,102.4155405
171.0930846,102.4155405
173.1205638,83.16722973
175.0826404,96.24155405
177.1101197,90.79391892
179.0721963,107.1368243
181.0996755,150.7179054
183.1271547,167.7871622
185.0892314,168.1503378
187.1167106,148.1756757
189.0787873,116.5793919
