date,rate
0,102.826087
2.106063679,116.8478261
4.008314743,121.5217391
6.114378422,122.6902174
8.152504563,114.5108696
10.25856824,95.81521739
12.29669438,113.3423913
14.40275806,155.4076087
16.50882174,176.4402174
18.54694788,158.9130435
20.65301156,123.8586957
22.6911377,106.3315217
24.79720138,110.4211957
26.90326506,114.5108696
28.87345366,109.8369565
30.97951734,106.3315217
33.01764348,88.80434783
35.12370716,80.625
37.1618333,82.37771739
39.26789698,101.0733696
41.37396066,154.2391304
43.4120868,139.048913
45.51815048,90.55706522
47.55627662,74.7826087
49.6623403,89.97282609
51.76840397,99.32065217
53.67065504,106.9157609
55.77671872,106.3315217
57.81484486,95.23097826
59.92090854,61.92934783
61.95903468,70.10869565
64.06509836,118.6005435
66.17116204,144.3070652
68.20928818,105.1630435
70.31535186,83.54619565
72.353478,84.71467391
74.45954168,92.30978261
76.56560535,101.6576087
78.46785642,99.32065217
80.5739201,93.47826087
82.61204624,85.29891304
84.71810992,54.91847826
86.75623606,74.19836957
88.86229974,107.5
90.96836342,146.0597826
93.00648956,127.9483696
95.11255323,86.4673913
97.15067938,85.29891304
99.25674305,94.64673913
101.3628067,101.6576087
103.2650578,106.3315217
105.3711215,108.0842391
107.4092476,86.4673913
109.5153113,60.76086957
111.5534374,79.45652174
113.6595011,115.0951087
115.7655648,143.138587
117.8036909,113.9266304
119.9097546,91.72554348
121.9478808,84.13043478
124.0539444,94.0625
126.1600081,102.2418478
128.1301967,102.826087
130.2362604,101.0733696
132.2743865,89.38858696
134.3804502,66.01902174
136.4185764,70.10869565
138.52464,115.6793478
140.6307037,158.9130435
142.6688299,147.2282609
144.7748935,106.9157609
146.8130197,99.9048913
148.9190834,101.0733696
151.025147,105.1630435
152.9273981,105.1630435
155.0334618,101.6576087
157.0715879,90.55706522
159.1776516,63.09782609
161.2157777,71.27717391
163.3218414,93.47826087
165.4279051,126.1956522
167.4660312,99.32065217
169.5720949,80.625
171.6102211,77.70380435
173.7162847,87.63586957
175.8223484,94.64673913
177.7245995,96.39945652
179.8306632,102.826087
181.8687893,87.05163043
183.974853,59.00815217
186.0129791,67.77173913
188.1190428,101.6576087
190.2251065,142.5543478
192.2632326,117.4320652
194.3692963,81.20923913
196.4074224,74.19836957
198.5134861,78.28804348
200.6195498,85.29891304
202.5218009,94.0625
204.6278645,94.0625
206.6659907,79.45652174
208.7720544,59.00815217
210.8101805,71.27717391
212.9162442,119.7690217
215.0223078,127.3641304
217.060434,99.9048913
219.1664977,82.37771739
221.2046238,71.27717391
223.3106875,82.96195652
225.4167512,90.55706522
227.3869398,94.0625
229.4930034,95.23097826
231.5311296,86.4673913
233.6371933,58.42391304
235.6753194,63.09782609
237.7813831,107.5
239.8874468,146.6440217
241.9255729,113.9266304
244.0316366,87.05163043
246.0697627,78.87228261
248.1758264,87.05163043
250.2818901,91.14130435
252.1841411,92.30978261
254.2902048,89.38858696
256.328331,73.0298913
258.4343946,43.81793478
260.4725208,52.58152174
262.5785845,90.55706522
264.6846481,113.9266304
266.7227743,87.63586957
268.828838,67.1875
270.8669641,62.51358696
272.9730278,72.44565217
275.0790915,79.45652174
276.9813425,83.54619565
279.0874062,85.88315217
281.1255323,78.87228261
283.231596,51.99728261
285.2697222,66.01902174
287.3757858,110.4211957
289.4818495,143.7228261
291.5199757,114.5108696
293.6260393,84.13043478
295.6641655,77.11956522
297.7702292,84.13043478
299.8762928,80.625
301.7785439,84.71467391
303.8846076,88.80434783
305.9227337,59.5923913
308.0287974,40.3125
310.0669235,50.24456522
312.1729872,90.55706522
314.2790509,131.4538043
316.317177,99.9048913
318.4232407,63.09782609
320.4613669,54.91847826
322.5674305,68.35597826
324.6734942,73.61413043
326.6436828,72.44565217
328.7497465,73.0298913
330.7878726,64.26630435
332.8939363,40.3125
334.9320625,54.91847826
337.0381261,73.61413043
339.1441898,94.0625
341.182316,75.95108696
