date,rate
0,19.45429104
2.084060028,20.05597015
3.966436828,20.65764925
6.050496857,24.26772388
8.067329142,32.69123134
10.15138917,47.93376866
12.16822146,46.52985075
14.25228148,33.69402985
16.33634151,29.68283582
18.3531738,30.08395522
20.43723383,24.86940299
22.45406611,21.45988806
24.53812614,20.85820896
26.62218617,20.45708955
28.57179071,20.05597015
30.65585074,20.85820896
32.67268303,24.26772388
34.75674305,42.51865672
36.77357534,41.91697761
38.85763537,33.69402985
40.9416954,28.27891791
42.95852768,29.48227612
45.04258771,21.05876866
47.05942,19.85541045
49.14348002,19.65485075
51.22754005,21.05876866
53.10991685,21.66044776
55.19397688,25.67164179
57.21080917,29.88339552
59.29486919,35.29850746
61.31170148,34.89738806
63.39576151,31.88899254
65.47982154,27.4766791
67.49665382,25.27052239
69.58071385,21.66044776
71.59754614,21.45988806
73.68160617,21.25932836
75.76566619,21.86100746
77.64804299,21.66044776
79.73210302,23.26492537
81.74893531,29.88339552
83.83299534,36.30130597
85.84982762,39.51026119
87.93388765,34.89738806
90.01794768,30.28451493
92.03477996,28.47947761
94.11883999,21.25932836
96.13567228,22.66324627
98.21973231,22.86380597
100.3037923,22.86380597
102.1861691,22.86380597
104.2702292,25.27052239
106.2870614,30.08395522
108.3711215,36.10074627
110.3879538,42.91977612
112.4720138,38.50746269
114.5560738,35.29850746
116.5729061,31.28731343
118.6569661,25.27052239
120.6737984,23.86660448
122.7578584,24.46828358
124.8419185,25.47108209
126.791523,26.07276119
128.875583,28.07835821
130.8924153,37.30410448
132.9764754,44.32369403
134.9933076,44.12313433
137.0773677,39.30970149
139.1614277,35.29850746
141.17826,33.89458955
143.26232,27.0755597
145.2791523,26.2733209
147.3632123,24.46828358
149.4472724,24.86940299
151.3296492,24.26772388
153.4137092,25.27052239
155.4305415,30.88619403
157.5146015,38.10634328
159.5314338,45.52705224
161.6154938,41.31529851
163.6995538,37.30410448
165.7163861,33.29291045
167.8004462,27.4766791
169.8172784,25.47108209
171.9013385,27.4766791
173.9853985,27.87779851
175.8677753,28.07835821
177.9518353,33.29291045
179.9686676,37.50466418
182.0527276,43.72201493
184.0695599,41.51585821
186.15362,36.70242537
188.23768,32.69123134
190.2545123,32.08955224
192.3385723,25.67164179
194.3554046,25.06996269
196.4394646,24.86940299
198.5235246,24.66884328
200.4059014,25.87220149
202.4899615,28.88059701
204.5067938,32.89179104
206.5908538,39.10914179
208.6076861,45.12593284
210.6917461,41.71641791
212.7758061,36.70242537
214.7926384,34.09514925
216.8766984,29.08115672
218.8935307,27.2761194
220.9775908,28.68003731
223.0616508,28.27891791
225.0112553,28.47947761
227.0953154,29.68283582
229.1121476,37.10354478
231.1962077,43.12033582
233.21304,40.5130597
235.2971,38.10634328
237.38116,36.50186567
239.3979923,33.09235075
241.4820523,28.88059701
243.4988846,27.2761194
245.5829446,27.0755597
247.6670047,25.87220149
249.5493815,25.27052239
251.6334415,26.6744403
253.6502738,30.28451493
255.7343338,40.9141791
257.7511661,45.12593284
259.8352261,42.51865672
261.9192861,40.5130597
263.9361184,37.30410448
266.0201785,29.48227612
268.0370107,28.07835821
270.1210708,28.07835821
272.2051308,28.88059701
274.0875076,28.27891791
276.1715676,30.68563433
278.1883999,37.30410448
280.2724599,42.71921642
282.2892922,46.12873134
284.3733523,41.71641791
286.4574123,41.11473881
288.4742446,39.51026119
290.5583046,34.89738806
292.5751369,32.08955224
294.6591969,29.68283582
296.7432569,27.2761194
298.6256337,27.67723881
300.7096938,32.49067164
302.7265261,33.49347015
304.8105861,42.51865672
306.8274184,45.52705224
308.9114784,44.52425373
310.9955384,43.32089552
313.0123707,41.31529851
315.0964307,33.29291045
317.113263,29.88339552
319.1973231,31.08675373
321.2813831,30.48507463
323.2309876,30.48507463
325.3150477,30.88619403
327.3318799,38.50746269
329.41594,45.12593284
331.4327723,51.54384328
333.5168323,48.33488806
335.6008923,42.91977612
337.6177246,39.10914179
339.7017846,32.29011194
341.7186169,30.48507463
343.8026769,30.68563433
345.886737,30.88619403
347.7691138,33.69402985
349.8531738,37.90578358
351.8700061,43.72201493
353.9540661,50.74160448
355.9708984,51.14272388
358.0549584,48.93656716
360.1390185,42.91977612
362.1558507,43.72201493
364.2399108,35.29850746
366.2567431,28.68003731
368.3408031,29.08115672
370.4248631,30.28451493
372.3072399,30.68563433
374.3912999,33.49347015
376.4081322,39.9113806
378.4921923,46.52985075
380.5090245,46.73041045
382.5930846,40.5130597
384.6771446,35.69962687
386.6939769,32.89179104
388.7780369,26.4738806
390.7948692,25.06996269
392.8789292,27.0755597
394.9629893,27.67723881
396.8453661,28.07835821
398.9294261,35.29850746
400.9462584,37.50466418
403.0303184,40.7136194
405.0471507,43.92257463
407.1312107,42.91977612
409.2152707,43.12033582
411.232103,38.90858209
413.3161631,34.89738806
415.3329953,31.48787313
417.4170554,29.48227612
419.5011154,28.07835821
421.4507199,29.68283582
423.53478,29.68283582
425.5516122,34.09514925
427.6356723,42.91977612
429.6525046,45.32649254
431.7365646,43.72201493
433.8206246,38.90858209
435.8374569,35.90018657
437.9215169,31.68843284
439.9383492,30.48507463
442.0224092,29.48227612
444.1064693,30.48507463
445.9888461,29.88339552
448.0729061,30.68563433
450.0897384,35.90018657
452.1737984,47.93376866
454.1906307,55.35447761
456.2746907,48.13432836
458.3587508,45.72761194
460.375583,48.53544776
462.4596431,37.50466418
464.4764754,34.29570896
466.5605354,31.08675373
468.6445954,31.88899254
470.5269722,31.08675373
472.6110322,34.29570896
474.6278645,37.10354478
476.7119246,43.92257463
478.7287568,48.73600746
480.8128169,45.12593284
482.8968769,44.92537313
484.9137092,44.32369403
486.9977692,34.49626866
489.0146015,30.88619403
491.0986615,30.08395522
493.1827216,29.28171642
495.0650984,29.68283582
497.1491584,32.08955224
499.1659907,38.10634328
